Date,Segment ID
"Aug 5, 2019, 7:52:11 AM",14645897
"Aug 5, 2019, 7:52:08 AM",10490773
"Aug 5, 2019, 7:52:06 AM",12505600
"Aug 22, 2018, 2:23:22 PM",7308524
