Goal Type,Activity Type,Goal,Start Date,End Date,Segment ID,Time Period,Interval Time
Distance Goal,E-Bike Ride,100000.0,"Dec 21, 2013, 1:06:08 AM","Dec 28, 2013, 7:17:05 PM",,Week
Distance Goal,E-Bike Ride,140000.0,"Dec 28, 2013, 7:17:05 PM","Dec 30, 2013, 8:46:13 PM",,Week
Distance Goal,E-Bike Ride,200000.0,"Dec 2, 2013, 5:31:15 PM","Dec 13, 2013, 5:54:43 PM",,Week
Distance Goal,All Ride,100000.0,"Sep 16, 2020, 8:47:37 PM",,,Week
Distance Goal,E-Bike Ride,100000.0,"Dec 30, 2013, 8:46:13 PM","Sep 16, 2020, 8:47:37 PM",,Week
Distance Goal,E-Bike Ride,370000.0,"Nov 18, 2013, 8:13:03 PM","Nov 25, 2013, 1:13:54 AM",,Week
Distance Goal,E-Bike Ride,400000.0,"Nov 25, 2013, 1:13:54 AM","Dec 2, 2013, 5:31:15 PM",,Week
Distance Goal,E-Bike Ride,130000.0,"Dec 13, 2013, 5:54:43 PM","Dec 21, 2013, 1:06:08 AM",,Week
