Reaction Date,Reaction Type,Parent Type,Parent ID
"Oct 10, 2016, 6:13:19 PM",Kudos,Activity,740597870
"Oct 10, 2016, 6:13:20 PM",Kudos,Activity,740596090
"Oct 12, 2016, 1:55:25 PM",Kudos,Activity,742241866
"Oct 12, 2016, 1:55:26 PM",Kudos,Activity,742214861
"Oct 12, 2016, 1:55:42 PM",Kudos,Activity,742164805
"Oct 12, 2016, 1:55:58 PM",Kudos,Activity,741523109
"Oct 13, 2016, 5:13:46 PM",Kudos,Activity,742793978
"Oct 14, 2016, 7:50:39 AM",Kudos,Activity,743721637
"Oct 14, 2016, 4:12:42 PM",Kudos,Activity,744146454
"Oct 17, 2016, 8:48:37 PM",Kudos,Activity,747828042
"Oct 17, 2016, 8:49:43 PM",Kudos,Activity,747760991
"Oct 17, 2016, 8:49:48 PM",Kudos,Activity,747470082
"Oct 17, 2016, 8:50:00 PM",Kudos,Activity,746266770
"Oct 17, 2016, 8:50:02 PM",Kudos,Activity,746620775
"Oct 17, 2016, 8:50:07 PM",Kudos,Activity,745120388
"Oct 17, 2016, 8:50:11 PM",Kudos,Activity,745308909
"Oct 17, 2016, 8:50:14 PM",Kudos,Activity,745020015
"Oct 17, 2016, 8:50:17 PM",Kudos,Activity,744545330
"Oct 18, 2016, 4:52:38 PM",Kudos,Activity,748508764
"Oct 18, 2016, 4:52:40 PM",Kudos,Activity,748540454
"Oct 18, 2016, 7:28:19 PM",Kudos,Activity,748694968
"Oct 19, 2016, 6:15:18 PM",Kudos,Activity,749735117
"Oct 20, 2016, 3:37:17 PM",Kudos,Activity,750376273
"Oct 20, 2016, 3:37:19 PM",Kudos,Activity,750458701
"Oct 20, 2016, 7:43:18 PM",Kudos,Activity,750625116
"Oct 20, 2016, 7:43:24 PM",Kudos,Activity,750620275
"Oct 20, 2016, 7:43:27 PM",Kudos,Activity,750710844
"Oct 22, 2016, 9:32:53 AM",Kudos,Activity,751592705
"Oct 22, 2016, 9:08:29 PM",Kudos,Activity,752130669
"Oct 22, 2016, 9:08:37 PM",Kudos,Activity,752486506
"Oct 22, 2016, 9:08:41 PM",Kudos,Activity,752544913
"Oct 24, 2016, 8:04:58 PM",Kudos,Activity,754646503
"Oct 24, 2016, 8:05:01 PM",Kudos,Activity,754703280
"Oct 24, 2016, 8:05:03 PM",Kudos,Activity,754726556
"Oct 25, 2016, 1:45:10 PM",Kudos,Activity,755301696
"Oct 25, 2016, 1:45:13 PM",Kudos,Activity,755346453
"Oct 26, 2016, 2:47:23 PM",Kudos,Activity,756390188
"Oct 26, 2016, 2:47:26 PM",Kudos,Activity,756341293
"Oct 26, 2016, 2:47:34 PM",Kudos,Activity,755543034
"Oct 29, 2016, 3:55:47 PM",Kudos,Activity,756542290
"Oct 29, 2016, 3:55:54 PM",Kudos,Activity,757313833
"Oct 29, 2016, 3:56:02 PM",Kudos,Activity,757524283
"Oct 29, 2016, 3:56:07 PM",Kudos,Activity,758283910
"Oct 29, 2016, 3:56:14 PM",Kudos,Activity,758975401
"Oct 29, 2016, 3:56:16 PM",Kudos,Activity,759107755
"Nov 8, 2016, 8:22:33 PM",Kudos,Activity,769722806
"Nov 8, 2016, 8:22:44 PM",Kudos,Activity,768810165
"Nov 8, 2016, 8:22:50 PM",Kudos,Activity,768515993
"Nov 8, 2016, 8:22:57 PM",Kudos,Activity,767919207
"Nov 8, 2016, 8:23:02 PM",Kudos,Activity,767901122
"Nov 8, 2016, 8:23:04 PM",Kudos,Activity,767478388
"Nov 8, 2016, 8:23:09 PM",Kudos,Activity,765719755
"Nov 8, 2016, 8:23:11 PM",Kudos,Activity,765684522
"Nov 8, 2016, 8:23:22 PM",Kudos,Activity,764764436
"Nov 8, 2016, 8:23:33 PM",Kudos,Activity,763785962
"Nov 8, 2016, 8:23:47 PM",Kudos,Activity,762767038
"Nov 8, 2016, 8:23:51 PM",Kudos,Activity,762547635
"Nov 8, 2016, 8:23:53 PM",Kudos,Activity,762467024
"Nov 8, 2016, 8:24:11 PM",Kudos,Activity,760360603
"Nov 8, 2016, 8:24:13 PM",Kudos,Activity,760749710
"Nov 8, 2016, 8:24:22 PM",Kudos,Activity,760351372
"Nov 8, 2016, 8:24:23 PM",Kudos,Activity,760329783
"Nov 10, 2016, 5:44:27 AM",Kudos,Activity,770578213
"Nov 12, 2016, 8:51:44 PM",Kudos,Activity,773108583
"Nov 12, 2016, 8:51:59 PM",Kudos,Activity,773116062
"Nov 12, 2016, 8:52:04 PM",Kudos,Activity,773090153
"Nov 12, 2016, 8:52:50 PM",Kudos,Activity,772380732
"Nov 12, 2016, 8:52:58 PM",Kudos,Activity,772414943
"Nov 15, 2016, 5:33:47 AM",Kudos,Activity,775420040
"Nov 15, 2016, 5:33:51 AM",Kudos,Activity,775087491
"Nov 17, 2016, 3:32:52 AM",Kudos,Activity,777202656
"Nov 18, 2016, 6:35:21 AM",Kudos,Activity,778121345
"Nov 18, 2016, 6:35:26 AM",Kudos,Activity,778107643
"Nov 19, 2016, 11:56:09 AM",Kudos,Activity,779587012
"Nov 20, 2016, 2:36:17 PM",Kudos,Activity,780652442
"Nov 20, 2016, 2:36:25 PM",Kudos,Activity,780633181
"Nov 20, 2016, 2:36:30 PM",Kudos,Activity,779643746
"Nov 20, 2016, 2:36:36 PM",Kudos,Activity,779633021
"Nov 21, 2016, 3:02:39 AM",Kudos,Activity,780718861
"Nov 25, 2016, 10:40:38 AM",Kudos,Activity,784409409
"Nov 26, 2016, 1:42:56 PM",Kudos,Activity,785918280
"Nov 26, 2016, 1:42:58 PM",Kudos,Activity,785836112
"Nov 26, 2016, 1:43:05 PM",Kudos,Activity,785187371
"Nov 30, 2016, 4:16:22 PM",Kudos,Activity,789179911
"Nov 30, 2016, 4:16:24 PM",Kudos,Activity,788937109
"Nov 30, 2016, 4:16:26 PM",Kudos,Activity,788970449
"Nov 30, 2016, 4:16:28 PM",Kudos,Activity,788819868
"Nov 30, 2016, 4:16:32 PM",Kudos,Activity,788076000
"Nov 30, 2016, 4:17:40 PM",Kudos,Activity,786848272
"Nov 30, 2016, 4:18:00 PM",Kudos,Activity,788009007
"Nov 30, 2016, 5:17:01 PM",Kudos,Activity,789836212
"Dec 3, 2016, 6:24:08 PM",Kudos,Activity,792193866
"Dec 3, 2016, 6:24:14 PM",Kudos,Activity,791529011
"Dec 3, 2016, 6:24:20 PM",Kudos,Activity,791401492
"Dec 4, 2016, 2:14:44 PM",Kudos,Activity,793219928
"Dec 5, 2016, 5:44:22 PM",Kudos,Activity,794082959
"Dec 10, 2016, 11:35:29 AM",Kudos,Activity,797822369
"Dec 10, 2016, 11:35:35 AM",Kudos,Activity,797788487
"Dec 10, 2016, 11:35:56 AM",Kudos,Activity,796836908
"Dec 10, 2016, 11:36:15 AM",Kudos,Activity,796847794
"Dec 10, 2016, 11:36:17 AM",Kudos,Activity,796781320
"Dec 10, 2016, 11:36:26 AM",Kudos,Activity,796829636
"Dec 10, 2016, 11:36:31 AM",Kudos,Activity,796110061
"Dec 10, 2016, 11:36:46 AM",Kudos,Activity,795371076
"Dec 10, 2016, 11:36:51 AM",Kudos,Activity,795022950
"Dec 11, 2016, 6:15:44 PM",Kudos,Activity,799828573
"Dec 11, 2016, 6:15:50 PM",Kudos,Activity,799271446
"Dec 11, 2016, 6:15:51 PM",Kudos,Activity,799362851
"Dec 11, 2016, 6:15:57 PM",Kudos,Activity,798502564
"Dec 11, 2016, 6:16:06 PM",Kudos,Activity,798475856
"Dec 11, 2016, 6:16:09 PM",Kudos,Activity,798450175
"Dec 11, 2016, 6:16:14 PM",Kudos,Activity,798444950
"Dec 11, 2016, 6:16:18 PM",Kudos,Activity,798415378
"Dec 11, 2016, 6:16:23 PM",Kudos,Activity,798739248
"Dec 11, 2016, 10:03:19 PM",Kudos,Activity,799750848
"Dec 12, 2016, 5:22:22 PM",Kudos,Activity,800458037
"Dec 13, 2016, 6:22:49 PM",Kudos,Activity,801397326
"Dec 13, 2016, 6:22:52 PM",Kudos,Activity,801379334
"Dec 13, 2016, 6:22:56 PM",Kudos,Activity,801288345
"Dec 13, 2016, 6:23:02 PM",Kudos,Activity,801246879
"Dec 14, 2016, 6:08:27 PM",Kudos,Activity,802300502
"Dec 14, 2016, 6:08:37 PM",Kudos,Activity,802174092
"Dec 14, 2016, 6:08:43 PM",Kudos,Activity,802146468
"Dec 14, 2016, 7:31:24 PM",Kudos,Activity,802084402
"Dec 19, 2016, 7:28:22 PM",Kudos,Activity,806328255
"Dec 19, 2016, 7:28:31 PM",Kudos,Activity,806228949
"Dec 19, 2016, 7:28:33 PM",Kudos,Activity,806161991
"Dec 19, 2016, 7:28:43 PM",Kudos,Activity,804436360
"Dec 19, 2016, 7:28:51 PM",Kudos,Activity,804390988
"Dec 19, 2016, 7:29:01 PM",Kudos,Activity,804263395
"Dec 19, 2016, 7:29:19 PM",Kudos,Activity,803779167
"Dec 19, 2016, 7:29:29 PM",Kudos,Activity,803723845
"Dec 21, 2016, 6:49:10 AM",Kudos,Activity,807129954
"Dec 21, 2016, 6:49:12 AM",Kudos,Activity,807199815
"Dec 21, 2016, 6:49:15 AM",Kudos,Activity,806963152
"Dec 21, 2016, 9:28:51 AM",Kudos,Activity,807626606
"Dec 21, 2016, 8:14:18 PM",Kudos,Activity,807954559
"Dec 21, 2016, 8:14:21 PM",Kudos,Activity,807890098
"Dec 21, 2016, 8:14:24 PM",Kudos,Activity,807717653
"Dec 24, 2016, 8:00:39 AM",Kudos,Activity,809535429
"Dec 24, 2016, 8:00:41 AM",Kudos,Activity,809432124
"Dec 24, 2016, 8:00:48 AM",Kudos,Activity,809366808
"Dec 24, 2016, 8:00:51 AM",Kudos,Activity,809339535
"Dec 24, 2016, 8:00:57 AM",Kudos,Activity,808759468
"Dec 24, 2016, 8:01:06 AM",Kudos,Activity,808672459
"Dec 24, 2016, 8:01:13 AM",Kudos,Activity,808617858
"Dec 25, 2016, 9:01:29 AM",Kudos,Activity,810141711
"Dec 25, 2016, 9:01:40 AM",Kudos,Activity,810189549
"Dec 25, 2016, 9:01:51 AM",Kudos,Activity,810160840
"Dec 26, 2016, 8:54:25 AM",Kudos,Activity,810941694
"Dec 26, 2016, 8:54:35 AM",Kudos,Activity,810859138
"Dec 27, 2016, 9:10:45 AM",Kudos,Activity,811982982
"Dec 27, 2016, 9:10:47 AM",Kudos,Activity,811920719
"Dec 27, 2016, 9:10:51 AM",Kudos,Activity,811716704
"Dec 27, 2016, 5:44:16 PM",Kudos,Activity,812801757
"Dec 29, 2016, 10:56:27 AM",Kudos,Activity,813789422
"Dec 29, 2016, 10:56:30 AM",Kudos,Activity,813734721
"Dec 29, 2016, 10:56:35 AM",Kudos,Activity,813959083
"Dec 31, 2016, 11:44:30 AM",Kudos,Activity,816585690
"Dec 31, 2016, 11:45:23 AM",Kudos,Activity,816530063
"Dec 31, 2016, 11:45:31 AM",Kudos,Activity,815653720
"Dec 31, 2016, 11:45:34 AM",Kudos,Activity,815917995
"Dec 31, 2016, 11:45:36 AM",Kudos,Activity,815557608
"Jan 5, 2017, 6:35:09 PM",Kudos,Activity,821862294
"Jan 5, 2017, 6:35:23 PM",Kudos,Activity,821851162
"Jan 5, 2017, 6:35:32 PM",Kudos,Activity,821087441
"Jan 5, 2017, 6:35:35 PM",Kudos,Activity,821988456
"Jan 5, 2017, 6:35:47 PM",Kudos,Activity,821126880
"Jan 5, 2017, 6:35:53 PM",Kudos,Activity,819615628
"Jan 5, 2017, 6:35:56 PM",Kudos,Activity,819781734
"Jan 5, 2017, 6:36:03 PM",Kudos,Activity,819441407
"Jan 5, 2017, 6:36:05 PM",Kudos,Activity,818995513
"Jan 5, 2017, 6:36:18 PM",Kudos,Activity,818669745
"Jan 5, 2017, 6:36:35 PM",Kudos,Activity,817715538
"Jan 5, 2017, 6:36:43 PM",Kudos,Activity,819237073
"Jan 5, 2017, 6:36:54 PM",Kudos,Activity,819312562
"Jan 5, 2017, 6:37:03 PM",Kudos,Activity,817005345
"Jan 6, 2017, 1:21:19 PM",Kudos,Activity,822859852
"Jan 7, 2017, 1:14:57 PM",Kudos,Activity,823891109
"Jan 7, 2017, 1:15:14 PM",Kudos,Activity,823095564
"Jan 7, 2017, 1:15:18 PM",Kudos,Activity,823186702
"Jan 7, 2017, 1:15:23 PM",Kudos,Activity,823140531
"Jan 7, 2017, 1:15:40 PM",Kudos,Activity,823937953
"Jan 14, 2017, 1:28:38 AM",Kudos,Activity,829643850
"Jan 14, 2017, 1:28:46 AM",Kudos,Activity,830497262
"Jan 14, 2017, 1:28:52 AM",Kudos,Activity,830460664
"Jan 14, 2017, 1:28:59 AM",Kudos,Activity,830534878
"Jan 14, 2017, 1:29:10 AM",Kudos,Activity,829568454
"Jan 14, 2017, 1:29:16 AM",Kudos,Activity,829393008
"Jan 14, 2017, 1:29:21 AM",Kudos,Activity,828642599
"Jan 14, 2017, 1:29:25 AM",Kudos,Activity,828576557
"Jan 14, 2017, 1:29:28 AM",Kudos,Activity,828578611
"Jan 14, 2017, 1:29:31 AM",Kudos,Activity,828481292
"Jan 14, 2017, 1:29:39 AM",Kudos,Activity,828358518
"Jan 14, 2017, 1:29:47 AM",Kudos,Activity,827466922
"Jan 14, 2017, 1:29:57 AM",Kudos,Activity,827181589
"Jan 14, 2017, 1:30:00 AM",Kudos,Activity,826407978
"Jan 14, 2017, 1:30:01 AM",Kudos,Activity,826326729
"Jan 14, 2017, 1:30:09 AM",Kudos,Activity,825483106
"Jan 14, 2017, 1:30:22 AM",Kudos,Activity,825219419
"Jan 14, 2017, 1:30:26 AM",Kudos,Activity,824938745
"Jan 14, 2017, 1:30:28 AM",Kudos,Activity,825498379
"Jan 14, 2017, 1:30:30 AM",Kudos,Activity,824770521
"Jan 14, 2017, 1:30:34 AM",Kudos,Activity,824305532
"Jan 14, 2017, 6:57:03 PM",Kudos,Activity,831864251
"Jan 14, 2017, 6:57:10 PM",Kudos,Activity,831367961
"Jan 14, 2017, 6:57:20 PM",Kudos,Activity,831387535
"Jan 14, 2017, 6:57:22 PM",Kudos,Activity,831352293
"Jan 14, 2017, 6:57:25 PM",Kudos,Activity,831183156
"Jan 15, 2017, 12:03:09 PM",Kudos,Activity,832411034
"Jan 15, 2017, 12:03:10 PM",Kudos,Activity,832504527
"Jan 15, 2017, 12:03:12 PM",Kudos,Activity,832506659
"Jan 17, 2017, 6:33:43 PM",Kudos,Activity,835006200
"Jan 17, 2017, 6:33:46 PM",Kudos,Activity,834959767
"Jan 17, 2017, 6:33:51 PM",Kudos,Activity,833960375
"Jan 17, 2017, 6:33:55 PM",Kudos,Activity,833873848
"Jan 18, 2017, 5:57:47 PM",Kudos,Activity,836201743
"Jan 18, 2017, 5:57:59 PM",Kudos,Activity,836063380
"Jan 18, 2017, 5:58:03 PM",Kudos,Activity,836005391
"Jan 19, 2017, 5:43:26 PM",Kudos,Activity,837249078
"Jan 19, 2017, 5:43:34 PM",Kudos,Activity,836477168
"Jan 21, 2017, 12:00:20 PM",Kudos,Activity,839038425
"Jan 21, 2017, 6:10:52 PM",Kudos,Activity,839429977
"Jan 21, 2017, 6:11:15 PM",Kudos,Activity,839165158
"Jan 21, 2017, 6:11:21 PM",Kudos,Activity,839060905
"Jan 21, 2017, 6:11:25 PM",Kudos,Activity,839542853
"Jan 26, 2017, 2:48:44 AM",Kudos,Activity,843920387
"Jan 26, 2017, 2:48:48 AM",Kudos,Activity,843794500
"Jan 26, 2017, 2:48:59 AM",Kudos,Activity,843630302
"Jan 26, 2017, 2:49:27 AM",Kudos,Activity,842862077
"Jan 26, 2017, 2:49:30 AM",Kudos,Activity,842668964
"Jan 26, 2017, 2:50:00 AM",Kudos,Activity,842617081
"Jan 26, 2017, 2:50:10 AM",Kudos,Activity,841733681
"Jan 26, 2017, 2:50:13 AM",Kudos,Activity,841642655
"Jan 26, 2017, 2:51:01 AM",Kudos,Activity,840146282
"Jan 26, 2017, 2:51:20 AM",Kudos,Activity,839668529
"Jan 27, 2017, 3:58:49 AM",Kudos,Activity,844985449
"Jan 27, 2017, 3:59:02 AM",Kudos,Activity,844835294
"Jan 28, 2017, 8:52:07 AM",Kudos,Activity,845761531
"Jan 28, 2017, 1:07:44 PM",Kudos,Activity,846708071
"Jan 28, 2017, 1:07:46 PM",Kudos,Activity,846811199
"Jan 29, 2017, 4:53:03 AM",Kudos,Activity,847248373
"Jan 29, 2017, 9:01:49 AM",Kudos,Activity,847475684
"Jan 30, 2017, 5:09:47 AM",Kudos,Activity,848059091
"Jan 30, 2017, 5:09:50 AM",Kudos,Activity,847927330
"Jan 30, 2017, 5:09:53 AM",Kudos,Activity,848543596
"Jan 30, 2017, 5:09:58 AM",Kudos,Activity,848587966
"Jan 30, 2017, 5:10:00 AM",Kudos,Activity,848422383
"Jan 30, 2017, 7:21:43 PM",Kudos,Activity,849487955
"Jan 30, 2017, 7:21:59 PM",Kudos,Activity,849569125
"Feb 1, 2017, 8:12:53 PM",Kudos,Activity,851463586
"Feb 1, 2017, 8:13:02 PM",Kudos,Activity,851730465
"Feb 2, 2017, 6:34:36 PM",Kudos,Activity,852733007
"Feb 4, 2017, 7:54:30 AM",Kudos,Activity,854372128
"Feb 4, 2017, 7:54:54 AM",Kudos,Activity,854113272
"Feb 4, 2017, 7:55:01 AM",Kudos,Activity,853789609
"Feb 4, 2017, 3:24:52 PM",Kudos,Activity,854725939
"Feb 4, 2017, 3:24:54 PM",Kudos,Activity,854504759
"Feb 5, 2017, 10:42:34 AM",Kudos,Activity,855070497
"Feb 5, 2017, 11:23:37 AM",Kudos,Activity,855781299
"Feb 5, 2017, 5:30:20 PM",Kudos,Activity,855071351
"Feb 5, 2017, 5:30:23 PM",Kudos,Activity,855940097
"Feb 6, 2017, 4:56:20 PM",Kudos,Activity,857302273
"Feb 6, 2017, 4:56:23 PM",Kudos,Activity,857202121
"Feb 6, 2017, 4:57:55 PM",Kudos,Activity,856409388
"Feb 7, 2017, 11:31:31 AM",Kudos,Activity,858032141
"Feb 7, 2017, 4:02:58 PM",Kudos,Activity,858270498
"Feb 7, 2017, 5:57:00 PM",Kudos,Activity,858379952
"Feb 8, 2017, 5:43:50 PM",Kudos,Activity,859401592
"Feb 8, 2017, 5:43:53 PM",Kudos,Activity,859533324
"Feb 9, 2017, 1:44:06 PM",Kudos,Activity,860351386
"Feb 9, 2017, 3:23:31 PM",Kudos,Activity,860503356
"Feb 9, 2017, 3:25:17 PM",Kudos,Activity,859586543
"Feb 9, 2017, 8:16:35 PM",Kudos,Activity,860677989
"Feb 11, 2017, 4:56:56 PM",Kudos,Activity,862790561
"Feb 11, 2017, 4:57:09 PM",Kudos,Activity,862790618
"Feb 12, 2017, 4:57:20 PM",Kudos,Activity,863909228
"Feb 12, 2017, 4:57:21 PM",Kudos,Activity,863703784
"Feb 12, 2017, 4:57:25 PM",Kudos,Activity,863530039
"Feb 14, 2017, 1:41:56 PM",Kudos,Activity,865885193
"Feb 14, 2017, 1:42:02 PM",Kudos,Activity,865086657
"Feb 14, 2017, 7:46:12 PM",Kudos,Activity,866294517
"Feb 14, 2017, 7:46:24 PM",Kudos,Activity,866190053
"Feb 14, 2017, 7:46:59 PM",Kudos,Activity,866334056
"Feb 15, 2017, 2:33:23 PM",Kudos,Activity,867190947
"Feb 15, 2017, 4:37:57 PM",Kudos,Activity,867340743
"Feb 16, 2017, 12:45:08 PM",Kudos,Activity,867392250
"Feb 16, 2017, 12:45:13 PM",Kudos,Activity,867428797
"Feb 17, 2017, 5:50:22 PM",Kudos,Activity,869618859
"Feb 17, 2017, 5:50:24 PM",Kudos,Activity,869689772
"Feb 17, 2017, 5:50:34 PM",Kudos,Activity,868705825
"Feb 18, 2017, 4:15:51 PM",Kudos,Activity,870646657
"Feb 18, 2017, 4:15:57 PM",Kudos,Activity,870488466
"Feb 21, 2017, 6:43:23 PM",Kudos,Activity,874788509
"Feb 21, 2017, 6:43:24 PM",Kudos,Activity,874663916
"Feb 21, 2017, 6:43:28 PM",Kudos,Activity,874539703
"Feb 21, 2017, 6:43:34 PM",Kudos,Activity,874307766
"Feb 21, 2017, 6:43:47 PM",Kudos,Activity,873573688
"Feb 21, 2017, 6:43:50 PM",Kudos,Activity,873520529
"Feb 21, 2017, 6:44:01 PM",Kudos,Activity,872440205
"Feb 21, 2017, 6:44:03 PM",Kudos,Activity,872009683
"Feb 21, 2017, 6:44:05 PM",Kudos,Activity,871795921
"Feb 22, 2017, 5:05:00 PM",Kudos,Activity,875741873
"Feb 22, 2017, 5:05:03 PM",Kudos,Activity,875787921
"Feb 22, 2017, 5:05:07 PM",Kudos,Activity,875859450
"Feb 22, 2017, 5:05:09 PM",Kudos,Activity,875871106
"Feb 23, 2017, 1:31:11 PM",Kudos,Activity,876696101
"Feb 24, 2017, 3:19:46 PM",Kudos,Activity,877692678
"Feb 24, 2017, 3:19:49 PM",Kudos,Activity,877937302
"Feb 25, 2017, 7:09:28 PM",Kudos,Activity,879041871
"Feb 25, 2017, 7:09:30 PM",Kudos,Activity,878930709
"Feb 25, 2017, 7:09:37 PM",Kudos,Activity,879438343
"Feb 25, 2017, 7:09:40 PM",Kudos,Activity,878921530
"Feb 26, 2017, 8:16:35 PM",Kudos,Activity,880771455
"Feb 26, 2017, 8:16:38 PM",Kudos,Activity,880078236
"Feb 27, 2017, 4:29:51 PM",Kudos,Activity,881673550
"Feb 27, 2017, 4:29:58 PM",Kudos,Activity,881442326
"Feb 27, 2017, 4:30:03 PM",Kudos,Activity,881416220
"Mar 1, 2017, 12:13:11 AM",Kudos,Activity,882522806
"Mar 1, 2017, 12:13:14 AM",Kudos,Activity,882480209
"Mar 1, 2017, 6:09:40 PM",Kudos,Activity,883671248
"Mar 1, 2017, 6:09:42 PM",Kudos,Activity,883733309
"Mar 2, 2017, 6:53:05 PM",Kudos,Activity,884675994
"Mar 3, 2017, 9:17:27 AM",Kudos,Activity,885461440
"Mar 3, 2017, 6:31:20 PM",Kudos,Activity,886163434
"Mar 4, 2017, 6:36:46 PM",Kudos,Activity,887488499
"Mar 4, 2017, 6:36:53 PM",Kudos,Activity,886854763
"Mar 6, 2017, 7:23:46 PM",Kudos,Activity,889962395
"Mar 6, 2017, 7:23:49 PM",Kudos,Activity,889917563
"Mar 8, 2017, 2:06:57 AM",Kudos,Activity,891042473
"Mar 8, 2017, 2:07:01 AM",Kudos,Activity,891103582
"Mar 8, 2017, 2:07:03 AM",Kudos,Activity,891191942
"Mar 8, 2017, 7:08:58 PM",Kudos,Activity,892294958
"Mar 8, 2017, 7:09:00 PM",Kudos,Activity,892186778
"Mar 11, 2017, 2:20:41 PM",Kudos,Activity,895661262
"Mar 11, 2017, 2:20:43 PM",Kudos,Activity,895610504
"Mar 11, 2017, 2:20:47 PM",Kudos,Activity,895426955
"Mar 11, 2017, 2:20:54 PM",Kudos,Activity,894593180
"Mar 11, 2017, 2:20:57 PM",Kudos,Activity,894547816
"Mar 11, 2017, 2:21:01 PM",Kudos,Activity,894550780
"Mar 11, 2017, 2:21:04 PM",Kudos,Activity,893898121
"Mar 11, 2017, 2:21:06 PM",Kudos,Activity,893506100
"Mar 11, 2017, 2:21:07 PM",Kudos,Activity,893386889
"Mar 11, 2017, 2:21:11 PM",Kudos,Activity,893135020
"Mar 15, 2017, 3:35:45 AM",Kudos,Activity,900197421
"Mar 15, 2017, 3:36:06 AM",Kudos,Activity,898773200
"Mar 15, 2017, 3:36:22 AM",Kudos,Activity,898580008
"Mar 15, 2017, 3:36:43 AM",Kudos,Activity,897265021
"Mar 15, 2017, 3:36:46 AM",Kudos,Activity,897909069
"Mar 15, 2017, 3:36:50 AM",Kudos,Activity,897039197
"Mar 15, 2017, 3:36:56 AM",Kudos,Activity,896979352
"Mar 15, 2017, 6:32:33 PM",Kudos,Activity,901278285
"Mar 15, 2017, 6:32:35 PM",Kudos,Activity,901241079
"Mar 15, 2017, 6:32:41 PM",Kudos,Activity,900964139
"Mar 15, 2017, 6:33:25 PM",Kudos,Activity,901411208
"Mar 16, 2017, 11:17:44 AM",Kudos,Activity,901596404
"Mar 16, 2017, 3:08:16 PM",Kudos,Activity,902255045
"Mar 17, 2017, 6:47:27 AM",Kudos,Activity,902819923
"Mar 17, 2017, 6:47:31 AM",Kudos,Activity,902576606
"Mar 18, 2017, 9:44:30 AM",Kudos,Activity,903830072
"Mar 18, 2017, 9:44:47 AM",Kudos,Activity,904460577
"Mar 20, 2017, 2:43:27 PM",Kudos,Activity,907536468
"Mar 20, 2017, 2:43:40 PM",Kudos,Activity,906294491
"Mar 20, 2017, 2:43:47 PM",Kudos,Activity,906109528
"Mar 20, 2017, 2:43:50 PM",Kudos,Activity,906025972
"Mar 20, 2017, 2:43:53 PM",Kudos,Activity,906011480
"Mar 20, 2017, 2:43:56 PM",Kudos,Activity,905839641
"Mar 20, 2017, 2:44:03 PM",Kudos,Activity,905200120
"Mar 20, 2017, 2:44:18 PM",Kudos,Activity,904908405
"Mar 20, 2017, 2:44:20 PM",Kudos,Activity,904908492
"Mar 20, 2017, 2:44:23 PM",Kudos,Activity,904738584
"Mar 20, 2017, 2:44:31 PM",Kudos,Activity,906734228
"Mar 20, 2017, 2:44:34 PM",Kudos,Activity,904591421
"Mar 20, 2017, 2:44:39 PM",Kudos,Activity,904587657
"Mar 21, 2017, 7:24:29 AM",Kudos,Activity,907815965
"Mar 21, 2017, 7:24:32 AM",Kudos,Activity,907687092
"Mar 21, 2017, 7:24:39 AM",Kudos,Activity,907642301
"Mar 22, 2017, 5:32:10 PM",Kudos,Activity,910247307
"Mar 22, 2017, 5:32:14 PM",Kudos,Activity,910224163
"Mar 22, 2017, 5:32:19 PM",Kudos,Activity,910192978
"Mar 22, 2017, 5:32:21 PM",Kudos,Activity,910077958
"Mar 22, 2017, 5:32:26 PM",Kudos,Activity,908945822
"Mar 22, 2017, 5:32:28 PM",Kudos,Activity,908933960
"Mar 22, 2017, 5:32:30 PM",Kudos,Activity,908802844
"Mar 24, 2017, 3:11:55 PM",Kudos,Activity,912475480
"Mar 24, 2017, 3:12:04 PM",Kudos,Activity,911716045
"Mar 24, 2017, 3:12:12 PM",Kudos,Activity,911407303
"Mar 24, 2017, 3:12:15 PM",Kudos,Activity,911279836
"Mar 24, 2017, 3:12:20 PM",Kudos,Activity,911136034
"Mar 25, 2017, 3:41:42 PM",Kudos,Activity,913691128
"Mar 25, 2017, 3:41:45 PM",Kudos,Activity,913606467
"Mar 25, 2017, 3:41:48 PM",Kudos,Activity,913525118
"Mar 25, 2017, 3:41:50 PM",Kudos,Activity,913535415
"Mar 25, 2017, 3:42:01 PM",Kudos,Activity,913221800
"Mar 26, 2017, 11:59:47 AM",Kudos,Activity,915006106
"Mar 26, 2017, 11:59:52 AM",Kudos,Activity,915099096
"Mar 26, 2017, 12:00:01 PM",Kudos,Activity,914151938
"Mar 26, 2017, 12:00:04 PM",Kudos,Activity,914003909
"Mar 26, 2017, 2:09:45 PM",Kudos,Activity,915173308
"Mar 26, 2017, 2:09:47 PM",Kudos,Activity,915138567
"Mar 26, 2017, 7:53:58 PM",Kudos,Activity,915541461
"Mar 28, 2017, 7:56:57 AM",Kudos,Activity,916779760
"Mar 28, 2017, 7:57:01 AM",Kudos,Activity,916594126
"Mar 28, 2017, 6:52:12 PM",Kudos,Activity,918327734
"Mar 28, 2017, 6:53:08 PM",Kudos,Activity,918273105
"Mar 28, 2017, 6:53:09 PM",Kudos,Activity,918243801
"Mar 28, 2017, 6:53:14 PM",Kudos,Activity,917931225
"Mar 29, 2017, 12:00:50 PM",Kudos,Activity,918631778
"Mar 29, 2017, 2:06:45 PM",Kudos,Activity,919360492
"Mar 30, 2017, 1:01:03 PM",Kudos,Activity,919687698
"Mar 30, 2017, 1:01:09 PM",Kudos,Activity,919586588
