Date of Birth,Weight,Functional Threshold Power,Maximum Heartrate,Athlete Type,Measurement Preference,Date Preference,Chart Preference,Email Language,Pace Zone Time,Pace Zone Distance,Default Leaderboard View
"Apr 24, 1965",95.0 kg,211 W,169,Cyclist,Metric,dd/mm/YYYY,Week,English (US),--:--,"",All
